# Sigma = 0.168126
       -0.8586134073        0.0000000000
       -0.7577380022        0.0000000000
       -0.6568625970        0.0000000000
       -0.5559871919        0.0000000000
       -0.4551117868        0.0000000000
       -0.3542363816        0.0000000000
       -0.2533609765        0.0000000001
       -0.1524855714        0.0000000037
       -0.0516101662        0.0000000996
        0.0492652389        0.0000018849
        0.1501406440        0.0000248754
        0.2510160491        0.0002290361
        0.3518914543        0.0014712676
        0.4527668594        0.0065937640
        0.5536422645        0.0206171727
        0.6545176697        0.0449757905
        0.7553930748        0.0684514241
        0.8562684799        0.0726842248
        0.9571438851        0.0538458318
        1.0580192902        0.0278310514
        1.1588946953        0.0100477687
        1.2597701005        0.0026613645
        1.3606455056        0.0015118556
        1.4615209107        0.0059711213
        1.5623963158        0.0233575257
        1.6632717210        0.0664078669
        1.7641471261        0.1383828231
        1.8650225312        0.2172586160
        1.9658979364        0.2680434240
        2.0667733415        0.2728464760
        2.1676487466        0.2353616394
        2.2685241518        0.1693404524
        2.3693995569        0.1006383086
        2.4702749620        0.0627064073
        2.5711503672        0.0760543777
        2.6720257723        0.1307124923
        2.7729011774        0.1850210098
        2.8737765825        0.2046364654
        2.9746519877        0.2158571724
        3.0755273928        0.2776257736
        3.1764027979        0.3817329761
        3.2772782031        0.4344361693
        3.3781536082        0.3733497143
        3.4790290133        0.2564463952
        3.5799044185        0.1957683138
        3.6807798236        0.2445764993
        3.7816552287        0.3717050839
        3.8825306339        0.4997282210
        3.9834060390        0.5524262852
        4.0842814441        0.5080818932
        4.1851568493        0.4288428219
        4.2860322544        0.4128595769
        4.3869076595        0.4984316286
        4.4877830646        0.6208132622
        4.5886584698        0.6661805007
        4.6895338749        0.5820803906
        4.7904092800        0.4444152179
        4.8912846852        0.3890146316
        4.9921600903        0.4822752164
        5.0930354954        0.6802734114
        5.1939109006        0.8772165994
        5.2947863057        0.9831253635
        5.3956617108        0.9877487020
        5.4965371160        0.9385116403
        5.5974125211        0.8717732481
        5.6982879262        0.8164098219
        5.7991633313        0.8302622414
        5.9000387365        0.9620079469
        6.0009141416        1.1912361989
        6.1017895467        1.4442839560
        6.2026649519        1.6492491336
        6.3035403570        1.7739314527
        6.4044157621        1.8408015368
        6.5052911673        1.9106372252
        6.6061665724        2.0504750599
        6.7070419775        2.3044017898
        6.8079173827        2.6465925637
        6.9087927878        2.9622412478
        7.0096681929        3.1335711768
        7.1105435981        3.1454825386
        7.2114190032        3.0497447193
        7.3122944083        2.8393444822
        7.4131698134        2.4692536417
        7.5140452186        1.9823252920
        7.6149206237        1.4930682132
        7.7157960288        1.1335216426
        7.8166714340        1.0622077687
        7.9175468391        1.3186074416
        8.0184222442        1.6593264687
        8.1192976494        1.7754016054
        8.2201730545        1.6481310055
        8.3210484596        1.4744915030
        8.4219238648        1.3518290097
        8.5227992699        1.2659735017
        8.6236746750        1.2367750738
        8.7245500801        1.2684879797
        8.8254254853        1.2715425564
        8.9263008904        1.1670318810
        9.0271762955        1.0078912681
        9.1280517007        0.9183490466
        9.2289271058        0.9311275649
        9.3298025109        0.9494572472
        9.4306779161        0.9039809560
        9.5315533212        0.8597424527
        9.6324287263        0.9036550916
        9.7333041315        1.0145513333
        9.8341795366        1.0769532176
        9.9350549417        1.0044114173
       10.0359303469        0.8583055612
       10.1368057520        0.7754213011
       10.2376811571        0.7990209985
       10.3385565622        0.9076823100
       10.4394319674        1.1210888126
       10.5403073725        1.4344376994
       10.6411827776        1.7684880177
       10.7420581828        2.0813165457
       10.8429335879        2.3953990998
       10.9438089930        2.6785911393
       11.0446843982        2.8612068357
       11.1455598033        2.9998050006
       11.2464352084        3.2582512101
       11.3473106136        3.6674015028
       11.4481860187        4.0311068998
       11.5490614238        4.1316553843
       11.6499368289        3.9719378095
       11.7508122341        3.8322119860
       11.8516876392        4.0740998000
       11.9525630443        4.7438907314
       12.0534384495        5.4057615609
       12.1543138546        5.5566118685
       12.2551892597        5.1396085950
       12.3560646649        4.5017363762
       12.4569400700        3.9654372747
       12.5578154751        3.5978529511
       12.6586908803        3.3094610843
       12.7595662854        3.0132237238
       12.8604416905        2.7074240495
       12.9613170956        2.4735091359
       13.0621925008        2.3577967844
       13.1630679059        2.2952402349
       13.2639433110        2.2212845198
       13.3648187162        2.1296738887
       13.4656941213        1.9646183917
       13.5665695264        1.6532288470
       13.6674449316        1.2761326590
       13.7683203367        1.0374438450
       13.8691957418        1.0518571997
       13.9700711470        1.2422888544
       14.0709465521        1.4075863640
       14.1718219572        1.3501141303
       14.2726973624        1.0357167519
       14.3735727675        0.6500480102
       14.4744481726        0.4135698228
       14.5753235777        0.3832229388
       14.6761989829        0.4759273231
       14.7770743880        0.6018916769
       14.8779497931        0.7292371258
       14.9788251983        0.8541737610
       15.0797006034        0.9587279093
       15.1805760085        1.0286303595
       15.2814514137        1.0916920835
       15.3823268188        1.1965074022
       15.4832022239        1.3577650388
       15.5840776291        1.5358721319
       15.6849530342        1.6497245122
       15.7858284393        1.6535458209
       15.8867038444        1.6296919013
       15.9875792496        1.6727132593
       16.0884546547        1.7026170127
       16.1893300598        1.5956683991
       16.2902054650        1.4185116926
       16.3910808701        1.3406731795
       16.4919562752        1.3989796011
       16.5928316804        1.4911281976
       16.6937070855        1.5769435006
       16.7945824906        1.7592213553
       16.8954578958        2.0693857024
       16.9963333009        2.2642978728
       17.0972087060        2.0555829286
       17.1980841112        1.5037927554
       17.2989595163        0.9412447608
       17.3998349214        0.5745921893
       17.5007103265        0.3755409251
       17.6015857317        0.2522704501
       17.7024611368        0.1573758304
       17.8033365419        0.0828359031
       17.9042119471        0.0340129976
       18.0050873522        0.0103281821
       18.1059627573        0.0022504151
       18.2068381625        0.0003465827
       18.3077135676        0.0000374604
       18.4085889727        0.0000028324
       18.5094643779        0.0000001496
       18.6103397830        0.0000000055
       18.7112151881        0.0000000001
       18.8120905932        0.0000000000
       18.9129659984        0.0000000000
       19.0138414035        0.0000000000
       19.1147168086        0.0000000000
       19.2155922138        0.0000000000
       19.3164676189        0.0000000000
